machine_id,cycle,sensor_name,sensor_value
M1,1,tool_wear,0.04124217733388137
M2,1,calibration_offset,0.039247746304049855
M3,1,component_condition,0.013636499344142012
M4,1,bearing_degradation,0.020495128632644757
M4,1,vibration,0.5013925533172694
M4,1,temperature,39.880886022708616
M4,1,motor_current,5.029543873965902
M5,1,machine_health,0.017327236865873834
M5,1,defect_pressure,0.05064715224379434
M1,2,tool_wear,0.06723239079863216
M2,2,calibration_offset,0.06905811052560092
M3,2,component_condition,0.027046981817887842
M4,2,bearing_degradation,0.04980776929413594
M4,2,vibration,0.5507628425293005
M4,2,temperature,39.790508012730015
M4,2,motor_current,4.9369671420542245
M5,2,machine_health,0.02976800156276941
M5,2,defect_pressure,0.051255475352961016
M1,3,tool_wear,0.11451200286099562
M2,3,calibration_offset,0.10062116763445046
M3,3,component_condition,0.047981187404753434
M4,3,bearing_degradation,0.07531042576135823
M4,3,vibration,0.5740740644609622
M4,3,temperature,40.070946749442015
M4,3,motor_current,5.045938644778692
M5,3,machine_health,0.043687658811152316
M5,3,defect_pressure,0.05182729907557769
M1,4,tool_wear,0.14617232155168008
M2,4,calibration_offset,0.13633960536324868
M3,4,component_condition,0.0688351090679184
M4,4,bearing_degradation,0.08680143863495364
M4,4,vibration,0.5834092691140331
M4,4,temperature,40.25323936766629
M4,4,motor_current,4.970123639829068
M5,4,machine_health,0.06782480568810466
M5,4,defect_pressure,0.052364813374837366
M1,5,tool_wear,0.1683936611037028
M2,5,calibration_offset,0.15423633185137692
M3,5,component_condition,0.08545306956497138
M4,5,bearing_degradation,0.10330510507548858
M4,5,vibration,0.5642826598640018
M4,5,temperature,40.34144144523544
M4,5,motor_current,5.113599335291687
M5,5,machine_health,0.09208970143256456
M5,5,defect_pressure,0.05287007681614146
M1,6,tool_wear,0.21152267650233963
M2,6,calibration_offset,0.18230465258592676
M3,6,component_condition,0.09761089810483747
M4,6,bearing_degradation,0.11959222469701511
M4,6,vibration,0.5486939589952764
M4,6,temperature,40.58771485247665
M4,6,motor_current,4.99171572447373
M5,6,machine_health,0.10666566474239701
M5,6,defect_pressure,0.05334502445096731
M1,7,tool_wear,0.23635931511995978
M2,7,calibration_offset,0.2175076620750372
M3,7,component_condition,0.12368433964281976
M4,7,bearing_degradation,0.14037906953532814
M4,7,vibration,0.5868956433305376
M4,7,temperature,40.80871186804368
M4,7,motor_current,5.0127333693317375
M5,7,machine_health,0.12520782051492213
M5,7,defect_pressure,0.05379147522770361
M1,8,tool_wear,0.2565678790358955
M2,8,calibration_offset,0.24294293715375667
M3,8,component_condition,0.14043664307089232
M4,8,bearing_degradation,0.16075488197019547
M4,8,vibration,0.584603848677596
M4,8,temperature,40.694244907257946
M4,8,motor_current,5.150620625233761
M5,8,machine_health,0.14515279063276984
M5,8,defect_pressure,0.05421113895783573
M1,9,tool_wear,0.2776744874565315
M2,9,calibration_offset,0.2705099127344782
M3,9,component_condition,0.16860196079022538
M4,9,bearing_degradation,0.18054393717574674
M4,9,vibration,0.6207826202813588
M4,9,temperature,40.52421676059178
M4,9,motor_current,5.097617487492688
M5,9,machine_health,0.16971711760500702
M5,9,defect_pressure,0.054605622864159924
M1,10,tool_wear,0.31668037877935834
M2,10,calibration_offset,0.28776715698583843
M3,10,component_condition,0.18233233099822246
M4,10,bearing_degradation,0.20409522441259237
M4,10,vibration,0.5332968726578226
M4,10,temperature,40.54027948683594
M4,10,motor_current,5.016732483583995
M5,10,machine_health,0.19353587236705633
M5,10,defect_pressure,0.054976437736104666
M1,11,tool_wear,0.34080600710373815
M2,11,calibration_offset,0.30560399501685315
M3,11,component_condition,0.19749116355252558
M4,11,bearing_degradation,0.2251992406445816
M4,11,vibration,0.5930447540934333
M4,11,temperature,40.398922684885996
M4,11,motor_current,4.997440287786783
M5,11,machine_health,0.2161979015125217
M5,11,defect_pressure,0.05532500371573272
M1,12,tool_wear,0.3825846774698453
M2,12,calibration_offset,0.3427811556234811
M3,12,component_condition,0.20917396285242656
M4,12,bearing_degradation,0.2473278218377734
M4,12,vibration,0.5498508338967723
M4,12,temperature,40.19411168866835
M4,12,motor_current,5.119265091464832
M5,12,machine_health,0.23717257729985342
M5,12,defect_pressure,0.055652655736583095
M1,13,tool_wear,0.40931275675366213
M2,13,calibration_offset,0.3637123828109011
M3,13,component_condition,0.23216662083337086
M4,13,bearing_degradation,0.26869399390448284
M4,13,vibration,0.5668450743446024
M4,13,temperature,40.17593819980852
M4,13,motor_current,5.0470833714029135
M5,13,machine_health,0.25503453179318863
M5,13,defect_pressure,0.05596064863618245
M1,14,tool_wear,0.4531570958599116
M2,14,calibration_offset,0.3931349799265601
M3,14,component_condition,0.25661566313860096
M4,14,bearing_degradation,0.2916034398226262
M4,14,vibration,0.5843524438697555
M4,14,temperature,40.51010056238621
M4,14,motor_current,5.192846919338437
M5,14,machine_health,0.265343664123766
M5,14,defect_pressure,0.056250161961805836
M1,15,tool_wear,0.5021567404312217
M2,15,calibration_offset,0.4294602163132441
M3,15,component_condition,0.2836383965689381
M4,15,bearing_degradation,0.31273946507179323
M4,15,vibration,0.6687112634447954
M4,15,temperature,40.670530223674106
M4,15,motor_current,5.123471046793
M5,15,machine_health,0.29514474112585126
M5,15,defect_pressure,0.05652230448789182
M1,16,tool_wear,0.5484779325890604
M2,16,calibration_offset,0.4618856098381258
M3,16,component_condition,0.29951023345422795
M4,16,bearing_degradation,0.3400809114433953
M4,16,vibration,0.6773564198330052
M4,16,temperature,40.71230691405628
M4,16,motor_current,5.119331577942629
M5,16,machine_health,0.31918407867100534
M5,16,defect_pressure,0.056778118462412645
M1,17,tool_wear,0.5786177872946064
M2,17,calibration_offset,0.47923515833414754
M3,17,component_condition,0.31882219381687715
M4,17,bearing_degradation,0.3618975766547755
M4,17,vibration,0.5978090556558151
M4,17,temperature,40.47205440889661
M4,17,motor_current,5.191184263961103
M5,17,machine_health,0.3396289438721014
M5,17,defect_pressure,0.05701858359846222
M1,18,tool_wear,0.6173045015691765
M2,18,calibration_offset,0.4955272013633627
M3,18,component_condition,0.3415707918468413
M4,18,bearing_degradation,0.38222358362079945
M4,18,vibration,0.6351850807424443
M4,18,temperature,40.716627759954406
M4,18,motor_current,5.087944704519694
M5,18,machine_health,0.35013595874041054
M5,18,defect_pressure,0.057244620826348826
M1,19,tool_wear,0.6581837277519874
M2,19,calibration_offset,0.5148595593651338
M3,19,component_condition,0.3625553251409637
M4,19,bearing_degradation,0.3978222615597183
M4,19,vibration,0.7046154326902067
M4,19,temperature,40.907049812444335
M4,19,motor_current,5.150108602048181
M5,19,machine_health,0.3650905785304337
M5,19,defect_pressure,0.057457095820562236
M1,20,tool_wear,0.6786155324108801
M2,20,calibration_offset,0.5310096254156776
M3,20,component_condition,0.38662848232856417
M4,20,bearing_degradation,0.41765457906205494
M4,20,vibration,0.6644090087028786
M4,20,temperature,40.74556232686453
M4,20,motor_current,5.132949432519314
M5,20,machine_health,0.3877924515477866
M5,20,defect_pressure,0.05765682231512284
M1,21,tool_wear,0.7173913298823072
M2,21,calibration_offset,0.5674218714453857
M3,21,component_condition,0.39803985727657276
M4,21,bearing_degradation,0.4393700906875242
M4,21,vibration,0.7197710604175054
M4,21,temperature,40.848101628109866
M4,21,motor_current,5.131413516981938
M5,21,machine_health,0.40870478733410526
M5,21,defect_pressure,0.05784456522000981
M1,22,tool_wear,0.7662270467970247
M2,22,calibration_offset,0.5873166498151181
M3,22,component_condition,0.40840429378960375
M4,22,bearing_degradation,0.4507938636567288
M4,22,vibration,0.6622151084920677
M4,22,temperature,41.10545481097757
M4,22,motor_current,5.06243223942702
M5,22,machine_health,0.4210680838865384
M5,22,defect_pressure,0.05802104355060356
M1,23,tool_wear,0.8125512072028362
M2,23,calibration_offset,0.6224036730747393
M3,23,component_condition,0.4334165888224209
M4,23,bearing_degradation,0.4690462171949573
M4,23,vibration,0.6748202954572612
M4,23,temperature,41.301470971483496
M4,23,motor_current,5.1323268840688385
M5,23,machine_health,0.43964796443403875
M5,23,defect_pressure,0.05818693318136168
M1,24,tool_wear,0.8356449232679142
M2,24,calibration_offset,0.6500349823859357
M3,24,component_condition,0.4613270533923449
M4,24,bearing_degradation,0.49715385672334256
M4,24,vibration,0.6579902103679504
M4,24,temperature,41.2120582139064
M4,24,motor_current,5.264016243263331
M5,24,machine_health,0.46228470867743476
M5,24,defect_pressure,0.058342869434274316
M1,25,tool_wear,0.8655048596290117
M2,25,calibration_offset,0.6838443456218777
M3,25,component_condition,0.47315117545331875
M4,25,bearing_degradation,0.5181444343698173
M4,25,vibration,0.7014108238852645
M4,25,temperature,41.47891823248169
M4,25,motor_current,5.151533554539851
M5,25,machine_health,0.4875149213117842
M5,25,defect_pressure,0.058489449512012195
M1,26,tool_wear,0.8880280638124616
M2,26,calibration_offset,0.7006634207809825
M3,26,component_condition,0.48477815106615674
M4,26,bearing_degradation,0.5356298502849397
M4,26,vibration,0.701316154820665
M4,26,temperature,41.6793951046735
M4,26,motor_current,5.276920163076501
M5,26,machine_health,0.5050401130224025
M5,26,defect_pressure,0.0586272347850858
M1,27,tool_wear,0.9247801913045357
M2,27,calibration_offset,0.7383222804083509
M3,27,component_condition,0.4950052239615051
M4,27,bearing_degradation,0.5480062086103011
M4,27,vibration,0.6809551081218309
M4,27,temperature,41.765383638058886
M4,27,motor_current,5.24101114886669
M5,27,machine_health,0.5225375246128766
M5,27,defect_pressure,0.058756752941774994
M1,28,tool_wear,0.9514880664601193
M2,28,calibration_offset,0.7536261422755963
M3,28,component_condition,0.5228280862354665
M4,28,bearing_degradation,0.5594821399050092
M4,28,vibration,0.7291782844021358
M4,28,temperature,42.03827143759596
M4,28,motor_current,5.200438317800783
M5,28,machine_health,0.5416283459082321
M5,28,defect_pressure,0.05887850000906283
M1,29,tool_wear,0.998522806774849
M2,29,calibration_offset,0.7756502220154021
M3,29,component_condition,0.5419412212911807
M4,29,bearing_degradation,0.5732445630994843
M4,29,vibration,0.7256676657337919
M4,29,temperature,41.91842899958184
M4,29,motor_current,5.217366819454995
M5,29,machine_health,0.5713525607978241
M5,29,defect_pressure,0.05899294225231339
M1,30,tool_wear,1.0278086352634388
M2,30,calibration_offset,0.8077685013292492
M3,30,component_condition,0.568391966149644
M4,30,bearing_degradation,0.5955128670182002
M4,30,vibration,0.730029450436342
M4,30,temperature,42.16487704974153
M4,30,motor_current,5.281642281356452
M5,30,machine_health,0.5888818281353851
M5,30,defect_pressure,0.05910051796096893
M1,31,tool_wear,1.0523211419965446
M2,31,calibration_offset,0.8322907727450247
M3,31,component_condition,0.5951585402438668
M4,31,bearing_degradation,0.6109810084568142
M4,31,vibration,0.7000299530478185
M4,31,temperature,42.35051707305745
M4,31,motor_current,5.2764235547859
M5,31,machine_health,0.6099904622474377
M5,31,defect_pressure,0.059201639127105125
M1,32,tool_wear,1.097810563716867
M2,32,calibration_offset,0.8585543761277771
M3,32,component_condition,0.6172820329328844
M4,32,bearing_degradation,0.6333435732659721
M4,32,vibration,0.7391537011096728
M4,32,temperature,42.073602993051274
M4,32,motor_current,5.25598488976165
M5,32,machine_health,0.6303937322696775
M5,32,defect_pressure,0.05929669302327315
M1,33,tool_wear,1.1346387028629286
M2,33,calibration_offset,0.883641447783087
M3,33,component_condition,0.6423847780463567
M4,33,bearing_degradation,0.6476028564961503
M4,33,vibration,0.7226782901571372
M4,33,temperature,41.769250350095724
M4,33,motor_current,5.196778511534973
M5,33,machine_health,0.6491432307101521
M5,33,defect_pressure,0.059386043685671096
M1,34,tool_wear,1.1700583875377228
M2,34,calibration_offset,0.9085550173411188
M3,34,component_condition,0.6713751905195096
M4,34,bearing_degradation,0.6674451823577411
M4,34,vibration,0.7428025117729922
M4,34,temperature,41.76804032353643
M4,34,motor_current,5.329612328882305
M5,34,machine_health,0.6718112477964866
M5,34,defect_pressure,0.05947003330832517
M1,35,tool_wear,1.1939247791950423
M2,35,calibration_offset,0.9273525846789261
M3,35,component_condition,0.6850127922074924
M4,35,bearing_degradation,0.6869244151629985
M4,35,vibration,0.7915255399173021
M4,35,temperature,41.600705538452665
M4,35,motor_current,5.178881349068783
M5,35,machine_health,0.6873830545771258
M5,35,defect_pressure,0.05954898355362
M1,36,tool_wear,1.2175438553280602
M2,36,calibration_offset,0.947510927639071
M3,36,component_condition,0.7088206887800798
M4,36,bearing_degradation,0.7094824229528167
M4,36,vibration,0.7419688723760139
M4,36,temperature,41.87762688595731
M4,36,motor_current,5.332493328139848
M5,36,machine_health,0.713507080172987
M5,36,defect_pressure,0.059623196784197134
M1,37,tool_wear,1.2438243350281615
M2,37,calibration_offset,0.9746240022688465
M3,37,component_condition,0.7280713831027427
M4,37,bearing_degradation,0.7245311618396971
M4,37,vibration,0.8111474233243341
M4,37,temperature,42.14434764852581
M4,37,motor_current,5.255921395067028
M5,37,machine_health,0.7324553275094561
M5,37,defect_pressure,0.05969295722093964
M1,38,tool_wear,1.271901631956643
M2,38,calibration_offset,0.9901257822132896
M3,38,component_condition,0.7446213301463009
M4,38,bearing_degradation,0.7464030109107781
M4,38,vibration,0.8164714362787603
M4,38,temperature,42.32733653011087
M4,38,motor_current,5.260929493604584
M5,38,machine_health,0.7541921498698737
M5,38,defect_pressure,0.059758532031477594
